0.19635	0.19635	0.19635	0.19635	3.26452e+07	
0.490874	0.0981748	0.0981748	0.0981748	0	
0.687223	0.0981748	0.0981748	0.0981748	69.0223	
0.490874	0.294524	0.0981748	0.0981748	166.053	
0.638136	0.245437	0.0490874	0.0490874	149.278	
0.711767	0.220893	0.0245437	0.0245437	242.721	
0.760854	0.220893	0.0245437	0.0245437	0	
0.711767	0.269981	0.0245437	0.0245437	242.721	
0.760854	0.269981	0.0245437	0.0245437	0	
0.711767	0.220893	0.0736311	0.0245437	149.218	
0.760854	0.220893	0.0736311	0.0245437	0	
0.711767	0.269981	0.0736311	0.0245437	0	
0.638136	0.343612	0.0490874	0.0490874	70.5514	
0.711767	0.319068	0.0245437	0.0245437	0	
0.711767	0.319068	0.0736311	0.0245437	0	
0.638136	0.245437	0.147262	0.0490874	1760.82	
0.711767	0.220893	0.122718	0.0245437	564.411	
0.760854	0.220893	0.122718	0.0245437	91.5654	
0.711767	0.269981	0.122718	0.0245437	161.814	
0.711767	0.220893	0.171806	0.0245437	0	
0.711767	0.269981	0.171806	0.0245437	0	
0.613592	0.319068	0.122718	0.0245437	1217	
0.66268	0.319068	0.122718	0.0245437	0	
0.613592	0.368155	0.122718	0.0245437	378.373	
0.66268	0.368155	0.122718	0.0245437	0	
0.613592	0.319068	0.171806	0.0245437	1460.69	
0.66268	0.319068	0.171806	0.0245437	0	
0.613592	0.368155	0.171806	0.0245437	176.348	
0.490874	0.0981748	0.294524	0.0981748	108.522	
0.638136	0.0490874	0.245437	0.0490874	0	
0.736311	0.0490874	0.245437	0.0490874	272.637	
0.638136	0.147262	0.245437	0.0490874	1097.27	
0.711767	0.122718	0.220893	0.0245437	148.249	
0.760854	0.122718	0.220893	0.0245437	0	
0.711767	0.171806	0.220893	0.0245437	235.938	
0.760854	0.171806	0.220893	0.0245437	0	
0.711767	0.122718	0.269981	0.0245437	1244.13	
0.760854	0.122718	0.269981	0.0245437	0	
0.711767	0.171806	0.269981	0.0245437	0	
0.638136	0.0490874	0.343612	0.0490874	88.1741	
0.736311	0.0490874	0.343612	0.0490874	463.459	
0.638136	0.147262	0.343612	0.0490874	1462.38	
0.711767	0.122718	0.319068	0.0245437	1141.9	
0.760854	0.122718	0.319068	0.0245437	89.6275	
0.711767	0.171806	0.319068	0.0245437	157.938	
0.711767	0.122718	0.368155	0.0245437	2070.15	
0.760854	0.122718	0.368155	0.0245437	0	
0.711767	0.171806	0.368155	0.0245437	0	
0.490874	0.294524	0.294524	0.0981748	613.767	
0.638136	0.245437	0.245437	0.0490874	1453.36	
0.711767	0.220893	0.220893	0.0245437	702.001	
0.711767	0.220893	0.269981	0.0245437	75.0933	
0.613592	0.319068	0.220893	0.0245437	1983.43	
0.66268	0.319068	0.220893	0.0245437	68.3107	
0.613592	0.368155	0.220893	0.0245437	330.411	
0.613592	0.319068	0.269981	0.0245437	227.218	
0.66268	0.319068	0.269981	0.0245437	0	
0.613592	0.368155	0.269981	0.0245437	0	
0.638136	0.245437	0.343612	0.0490874	330.108	
0.711767	0.220893	0.319068	0.0245437	74.1244	
0.613592	0.319068	0.319068	0.0245437	0	
0.613592	0.368155	0.319068	0.0245437	0	
0.613592	0.319068	0.368155	0.0245437	815.853	
0.0981748	0.490874	0.0981748	0.0981748	0	
0.294524	0.490874	0.0981748	0.0981748	27.9783	
0.0981748	0.687223	0.0981748	0.0981748	65.8883	
0.294524	0.687223	0.0981748	0.0981748	498.757	
0.0981748	0.490874	0.294524	0.0981748	8.70545e+07	
0.294524	0.490874	0.294524	0.0981748	148.067	
0.0981748	0.687223	0.294524	0.0981748	8.70547e+07	
0.245437	0.638136	0.245437	0.0490874	622.063	
0.343612	0.638136	0.245437	0.0490874	984.268	
0.245437	0.736311	0.245437	0.0490874	5452.32	
0.319068	0.711767	0.220893	0.0245437	1824.53	
0.368155	0.711767	0.220893	0.0245437	0	
0.319068	0.760854	0.220893	0.0245437	0	
0.319068	0.711767	0.269981	0.0245437	6353.38	
0.368155	0.711767	0.269981	0.0245437	59.5902	
0.319068	0.760854	0.269981	0.0245437	0	
0.245437	0.638136	0.343612	0.0490874	680.745	
0.343612	0.638136	0.343612	0.0490874	987.477	
0.245437	0.736311	0.343612	0.0490874	2871.53	
0.319068	0.711767	0.319068	0.0245437	7195.39	
0.319068	0.760854	0.319068	0.0245437	137.59	
0.319068	0.711767	0.368155	0.0245437	896.275	
0.441786	0.441786	0.0490874	0.0490874	0	
0.539961	0.441786	0.0490874	0.0490874	301.645	
0.441786	0.539961	0.0490874	0.0490874	286.869	
0.515418	0.515418	0.0245437	0.0245437	1825.98	
0.564505	0.515418	0.0245437	0.0245437	0	
0.515418	0.564505	0.0245437	0.0245437	291.653	
0.564505	0.564505	0.0245437	0.0245437	67.3418	
0.515418	0.515418	0.0736311	0.0245437	1665.62	
0.564505	0.515418	0.0736311	0.0245437	0	
0.515418	0.564505	0.0736311	0.0245437	0	
0.441786	0.441786	0.147262	0.0490874	1658.84	
0.539961	0.441786	0.147262	0.0490874	252.229	
0.441786	0.539961	0.147262	0.0490874	2618.7	
0.515418	0.515418	0.122718	0.0245437	4040.51	
0.564505	0.515418	0.122718	0.0245437	136.621	
0.515418	0.564505	0.122718	0.0245437	152.125	
0.515418	0.515418	0.171806	0.0245437	1928.2	
0.515418	0.564505	0.171806	0.0245437	0	
0.613592	0.417243	0.0245437	0.0245437	1582.29	
0.66268	0.417243	0.0245437	0.0245437	0	
0.613592	0.46633	0.0245437	0.0245437	0	
0.613592	0.417243	0.0736311	0.0245437	0	
0.613592	0.46633	0.0736311	0.0245437	0	
0.613592	0.417243	0.122718	0.0245437	518.871	
0.613592	0.417243	0.171806	0.0245437	72.1865	
0.441786	0.638136	0.0490874	0.0490874	407.563	
0.515418	0.613592	0.0245437	0.0245437	336.709	
0.515418	0.613592	0.0736311	0.0245437	68.3107	
0.417243	0.711767	0.0245437	0.0245437	0	
0.417243	0.760854	0.0245437	0.0245437	0	
0.417243	0.711767	0.0736311	0.0245437	0	
0.417243	0.613592	0.122718	0.0245437	15963.9	
0.46633	0.613592	0.122718	0.0245437	0	
0.417243	0.66268	0.122718	0.0245437	214.622	
0.46633	0.66268	0.122718	0.0245437	0	
0.417243	0.613592	0.171806	0.0245437	4887.85	
0.46633	0.613592	0.171806	0.0245437	84.7828	
0.417243	0.66268	0.171806	0.0245437	168.597	
0.417243	0.711767	0.122718	0.0245437	0	
0.441786	0.441786	0.245437	0.0490874	208.808	
0.515418	0.417243	0.220893	0.0245437	135.652	
0.564505	0.417243	0.220893	0.0245437	0	
0.515418	0.46633	0.220893	0.0245437	220.435	
0.564505	0.46633	0.220893	0.0245437	0	
0.515418	0.417243	0.269981	0.0245437	220.435	
0.564505	0.417243	0.269981	0.0245437	0	
0.515418	0.46633	0.269981	0.0245437	0	
0.441786	0.539961	0.245437	0.0490874	629.694	
0.515418	0.515418	0.220893	0.0245437	2150.58	
0.515418	0.515418	0.269981	0.0245437	68.3107	
0.441786	0.441786	0.343612	0.0490874	1815.02	
0.515418	0.417243	0.319068	0.0245437	316.845	
0.564505	0.417243	0.319068	0.0245437	0	
0.515418	0.46633	0.319068	0.0245437	83.8138	
0.515418	0.417243	0.368155	0.0245437	283.901	
0.564505	0.417243	0.368155	0.0245437	69.2796	
0.515418	0.46633	0.368155	0.0245437	0	
0.417243	0.515418	0.319068	0.0245437	144.373	
0.46633	0.515418	0.319068	0.0245437	0	
0.417243	0.564505	0.319068	0.0245437	5437.73	
0.46633	0.564505	0.319068	0.0245437	0	
0.417243	0.515418	0.368155	0.0245437	348.336	
0.46633	0.515418	0.368155	0.0245437	0	
0.417243	0.564505	0.368155	0.0245437	0	
0.417243	0.613592	0.220893	0.0245437	6733.69	
0.46633	0.613592	0.220893	0.0245437	0	
0.417243	0.66268	0.220893	0.0245437	312.97	
0.417243	0.613592	0.269981	0.0245437	0	
0.417243	0.66268	0.269981	0.0245437	0	
0.417243	0.613592	0.319068	0.0245437	5725.5	
0.417243	0.613592	0.368155	0.0245437	125.963	
0.19635	0.19635	0.589049	0.19635	2.17636e+07	
